SKU,QTY
4014938,10
4014939,10
4011980,10
4011981,9
4011982,5
4011983,8
4011984,6
4011985,9
4011986,6
4011987,4
4011988,3
4011989,6
4011990,11
4011992,3
4011993,7
4011994,5
4012070,5
4012071,3
4012072,1
4012073,8
4012074,6
4012076,8
4012077,9
4012078,9
4012080,8
4012081,6
4012082,12
4012083,11
4012084,5
4012085,8
4012087,10
4012088,3
4012089,4
4012092,10
4012093,11
4012094,12
4012095,11
4012096,3
4012097,9
4012098,8
4012099,5
4012100,11
4012101,10
4012102,6
4012103,9
4012104,5
4012106,10
4012107,8
4012108,3
4012110,7
4012111,9
4011955,3
4011957,1
4011958,5
4011959,12
4011960,1
4011961,10
4011962,13
4011963,11
4011964,11
4011965,7
4011966,10
4011967,13
4011968,8
4011969,9
4011970,5
4011971,6
4011972,11
4011973,9
4011974,2
4011975,3
4011976,4
4011977,2
4011978,0
4011979,8
4010734,11
4010735,7
4010736,9
4010737,11
4010738,10
4010739,12
4010740,11
4010741,5
4010742,8
4010743,8
4006296,1
4006297,8
4006302,3
4006303,3
4006304,2
4006305,2
4006306,4
4006307,6
4006308,7
4006309,6
4006310,2
4006311,4
4006312,6
4006313,6
4006314,2
4006315,7
4006316,7
4006317,7
4006318,7
4006320,4
4006321,5
4006322,7
4006323,12
4006324,6
4006325,8
4006326,9
4006327,3
4006328,3
4006329,6
4006330,3
4006332,3
4006333,90
4006335,17
4006336,4
4006337,4
4006338,6
4006339,1
4006341,1
4006343,4
4006345,0
4006349,6
4006350,6
4006351,6
4006352,5
4006353,5
4006354,7
4006355,7
4006356,6
4006357,6
4006358,18
4006359,6
4006374,5
06206,7
06213,5
08415,8
09962,8
05766,30
05773,31
05797,2
05803,6
09955,12
06329,93
09658,6
09689,3
09870,7
10074,2
05865,6
09665,34
09757,12
4006222,39
4006223,20
4006224,3
4006225,8
4006230,2
4006231,3
4006232,12
4006233,2
4006234,35
4006235,3
4006238,24
4006239,15
4006244,1
4006246,4
4006248,2
4006252,5
4006256,8
4006258,46
4006261,0
4006262,41
4006264,2
4006266,2
4006267,2
4006268,1
4006269,5
4006270,5
4006271,3
4006272,12
4006273,7
4006274,6
4006275,3
4006279,12
4006280,6
4006282,4
4006283,10
4006286,0
4006287,5
4006288,0
4006290,7
4006291,4
4006292,3
4006293,6
4006294,1
06114,2
06138,4
06152,1
4009951,1
4009952,1
4009953,12
4009954,6
4009956,6
602244,5
602196,4
602153,11
602154,12
602155,7
602159,5
602024,2
602011,2
602017,2
602245,2
40001069,1
40001061,1
40001064,5
40001067,9
40001068,10
40001036,6
40001037,1
4001024,3
4001025,2
4001029,11
40001032,5
40001034,2
40001035,11
4001013,6
4001022,3
4001003,5
4001004,1
4001005,1
4001006,5
4000997,7
4000999,24
4001000,6
4001001,10
4000984,0
4000967,1
4000970,3
4000972,3
4000976,6
4000977,1
4000957,6
4000961,6
4000962,12
4000944,24
4000950,6
4000951,3
4000952,3
4000933,1
4000934,6
4000937,3
4000941,12
4000926,16
4000927,3
4000929,0
4000930,10
601058,2
305819,67
205584,19
305802,14
1006692,16
223380,10
223373,11
305901,0
1006693,17
1000783,257
1000792,28
1000800,20
1000802,4
1000804,30
1000774,0
1000775,23
1000776,18
1000777,21
1000778,32
1000779,3
1000780,2
1000767,6
1000782,7
161101,17
1006370,22
1006275,15
1006274,11
1006273,4
1006272,4
1000768,24
1006270,7
1006271,26
1007644,8
150735,1
1007646,4
1007647,4
1007648,4
1007649,4
1007650,4
1007651,8
1007652,6
1000288,8
1000289,6
1000290,8
1000292,3
1000293,6
012901,2
982710,3
852710,4
562710,4
692710,6
150634,1
1000296,1
150339,4
150896,1
150858,1
150865,7
160019,21
150445,4
160336,5
160480,4
1007645,5
9004509,3
4009882,2
4009883,1
4009890,2
4009892,12
9005106,0
9005107,0
9005108,0
9005054,55
9005055,49
9005056,0
9005057,132
9005058,63
9005059,21
9005060,18
9005061,221
9005062,16
9005063,115
9005064,32
9005065,12
9005066,12
9005067,12
9005068,12
9005069,2
9005070,23
9005071,13
9005072,11
9005073,3
9005074,6
9005075,37
9005076,27
9005077,23
9005078,7
9005079,8
9005080,4
9005081,6
9005082,12
9005083,13
9005084,5
9005085,29
9005086,12
9005087,5
9005088,10
9005089,8
9005090,6
9005091,4
9005092,0
9005093,6
9005094,10
9005095,10
9005096,11
9005097,7
9005098,12
9005099,42
9005100,0
9005101,11
9005102,10
9005103,21
9005104,0
9005105,4
4009898,5
4009899,1
4009900,5
4009873,8
4009876,5
4009877,7
4009878,8
4009879,7
1000116,6
1000118,2
1000114,1
1000123,2
1006799,5
1003464,4
1003463,4
1003462,3
1000093,8
1000092,4
1000090,5
1000106,2
1000105,2
1000103,1
1000101,4
1000100,5
1000099,2
1000098,1
1000096,7
1000094,2
1000120,5
1000115,8
4008378,2
4008379,2
4008380,21
4008381,2
4008382,8
4008383,2
4008384,8
4008385,11
4008386,8
4008387,4
4008388,2
4008389,11
4008377,2
4008376,2
4008375,1
4008374,8
4008373,2
4008372,0
4008371,13
4008370,0
4008369,2
4008368,9
4008367,8
4008366,2
4008365,6
4008364,3
4008363,0
4008397,12
4008396,11
4008395,8
4008394,9
4008393,1
4008390,3
4008391,4
4008392,2
8022166,5
4012137,1
4012138,6
4012139,8
4012140,5
4012141,3
4012143,0
4012144,0
4012145,0
4012146,9
4012147,9
4012148,2
4012149,0
4012150,2
4012151,6
4012152,5
4012153,2
4012154,4
4012155,5
4012156,0
4012157,6
4012158,0
4012159,5
4012160,7
4012161,0
4012162,0
4012163,0
4012164,0
4012165,0
4012166,6
4012167,1
4012168,1
4012169,5
4012170,3
4012171,5
4012172,6
4012173,5
4012174,5
4012175,4
136962,5
136979,0
136986,1
136993,2
4012201,0
4012202,0
4012203,0
4012204,0
4012205,0
4012206,0
4012207,0
4012208,0
4012209,0
4012210,4
4012211,6
4012212,3
4012213,4
4012214,4
4012215,6
4012216,2
4012217,5
4012218,5
4012219,8
4012220,0
4012221,0
4012222,0
4012223,0
4012224,0
4012230,0
4012231,0
4012232,0
4012233,0
4012234,0
4012235,0
4012236,0
4012237,0
4012238,0
4012239,0
4012240,0
4012241,8
4012242,6
4012243,13
4012244,10
4012737,6
4012112,1
4012113,0
4012114,0
4012115,0
4012116,0
4012117,0
4012118,7
4012119,6
4012120,10
4012121,6
4012122,8
4012123,6
4012124,3
4012125,6
4012126,3
4012127,10
4012128,0
4012129,0
4012130,0
4012131,7
4012132,4
4012133,1
4012134,6
4012135,0
4012271,10
4012272,21
4012273,0
4012275,0
4012276,0
4012277,0
4012278,0
4012279,0
4012280,0
4012281,0
4012282,0
4012283,0
4012284,0
4012285,0
4012286,0
4012287,0
4012288,0
4012289,0
4012290,0
4012291,0
4012292,0
4012293,0
4012294,0
4012295,0
4012296,0
4012297,0
4012298,0
4012299,0
4012300,0
4012301,0
4012302,0
4012303,0
4012304,0
4012305,0
4012306,0
4012307,0
4012308,0
4012309,3
4012310,3
4012176,6
4012177,7
4012178,4
4012179,8
4012180,6
4012181,10
4012182,2
4012183,8
4012184,7
4012185,6
4012186,3
4012187,5
4012188,6
4012189,8
4012190,0
4012191,0
4012192,0
4012193,0
4012194,0
4012195,0
4012196,0
4012197,0
4012198,0
4012199,0
4012200,0
4012311,7
4012312,7
4012313,7
4012314,8
4012315,8
4012316,10
4012317,9
4012318,11
4012319,0
4012320,0
4012321,0
4012322,0
4012323,0
4012324,0
4012325,0
4012326,0
4012327,0
4012328,0
4012329,7
4012330,0
4012245,11
4012246,5
4012247,2
4012248,5
4012249,11
4012250,9
4012251,1
4012252,11
4012253,11
4012254,9
4012255,11
4012256,11
4012257,0
4012258,0
4012259,0
4012260,0
4012261,8
4012262,6
4012263,7
4012264,7
4012266,0
4012267,0
4012268,0
4012269,9
4012270,16
5001272,3
5001273,8
4015410,8
4012471,17
4012472,5
4012577,7
4012579,7
4012580,5
4012581,5
4012582,7
4012583,4
4012584,5
4012585,5
4012586,7
4012638,8
4012578,0
554893,18
333777,13
333784,0
333791,0
333807,0
333814,7
333838,0
333845,0
333852,0
333869,0
554786,17
333951,0
554647,2
7010053,2
3000508,4
3000362,6
3000348,2
3000621,1
3000607,1
3000201,6
3000058,2
3013641,6
3013658,10
3013665,10
3013672,5
3013696,10
3013702,9
3013719,5
3013635,13
3013757,3
3013894,2
3013900,4
3013917,4
3013924,5
3013627,9
3013856,5
3013887,11
701223,1
701264,10
701211,4
701259,12
701260,5
701227,5
000652,6
000737,1
000775,48
3000188,50
000386,5
3000065,1
3000072,5
3000751,6
000379,11
000782,11
3000164,1
5001261,7
5001262,9
5001263,6
5001264,9
5001265,9
5001266,7
5001268,8
5001269,8
5001270,24
5001271,8
002201,9
002218,23
1001987,1
100193,2
100141,0
9007114,0
5002302,18
9006104,9
9006051,25
9006052,4
9006053,13
9006054,0
9006055,3
9006056,0
9006057,11
9006058,4
9006059,1
9006060,0
9006061,0
9006062,0
9006063,0
9006064,0
9006065,2
9006066,0
9006067,0
9006068,0
9006069,0
9006070,0
9006071,1
9006072,0
9006073,0
9006075,0
9006076,0
9006077,0
9006078,0
9006079,0
9006080,3
9006081,1
9006082,10
9006083,0
9006084,6
9006085,5
9006086,2
9006087,3
9006088,1
9006089,1
9006090,0
9006091,2
9006092,0
9006093,2
9006094,1
9006095,2
9006096,1
9006097,1
9006098,1
9006099,1
9006100,1
9006101,0
9006102,1
9006103,0
9007134,0
9007135,0
9007133,1
4010042,5
4010044,5
4010048,7
4010049,1
4010050,15
4010052,5
4010033,10
4010034,3
4010036,3
4010037,1
4010038,7
4010039,9
5001544,8
5001545,1
2103468,1
2103437,1
2103147,6
2105226,10
2105202,0
2104281,3
2105837,6
2104113,7
2104212,11
2104298,0
2103079,0
5001546,0
5001547,1
5001548,2
2306005,0
2171009,0
2230003,3
2546005,2
2505002,0
2130006,4
2506009,24
2110312,17
2801005,0
2110008,3
2330000,0
2303004,28
513007,3
2103000,7
817006,35
633002,0
161017,0
2001245,1
2001239,6
2106483,2
2106384,4
2102980,12
501026,6
300326,11
501018,16
4006410,2
4006409,2
2000062,10
4006418,5
4006414,1
4006411,1
4006412,2
4006413,1
2000005,2
4002098,0
4002097,0
04098,6
04012,11
04005,16
04494,5
1000595,0
1005675,3
1005676,3
1005677,1
1005678,2
1005679,3
1005680,2
1005661,4
1005662,3
1005663,3
1005664,1
1005665,1
1005666,4
1005667,3
1005668,1
1005669,0
1005681,2
1005682,4
1005654,5
1005655,1
1005656,3
1005657,3
1005659,6
1005674,1
1005673,35
1005672,25
1005660,1
1005670,3
1005671,18
4001276,3
4001275,3
4001274,0
4001273,17
4001272,4
GD516 : 6007404,1
GD829 : 6009927,8
1001536,7
1001073,3
1001075,3
1001076,3
1001072,2
1001067,1
1001068,1
1001069,4
6010324,6
990335,2
990328,2
990311,4
782967,2
6010261,28
6010262,4
6010264,4
6010266,11
6010267,2
6010265,3
GD825 : 6009915,0
GD826 : 6009920,0
GD826 : 6009921,0
GD827 : 6009922,2
GD827 : 6009923,2
GD827 : 6009925,5
GD828 : 6009926,6
GD830 : 6009928,4
GD831 : 6009930,1
GD831 : 6009931,1
GD831 : 6009932,0
GD832 : 6009933,2
GD833 : 6009934,4
GD834 : 6009935,2
1001535,3
7637,7
406004,5
410380,16
BHL,13
4010416,2
4010418,7
4010417,2
121316,7
121675,1
308268,15
308282,8
4003690,0
4003691,14
4003692,35
4003693,1
4003703,2
4003696,3
4003697,0
4003698,18
4003699,2
4003700,5
4003702,6
4003694,10
1006285,127
1006286,39
1000749,2
1000750,307
1000751,166
1000753,12
170609,50
17005,365
170579,5
190072,359
160433,51
160754,921
160792,18
170142,39
170791,851
161201,0
110560,271
110940,1
170548,20
1001463,360
910714,37
011056,25
170838,679
170661,0
170180,331
901721,38
901752,220
901844,278
786107,0
112780,10
110870,292
784042,120
107100,316
107209,290
1003618,81
1003619,13
1003621,8
1003622,4
1003623,136
1003624,105
1107954,0
1107955,0
1107956,0
1107957,0
1107959,0
1006284,129
1006266,1
1003466,2
1003468,2
1003472,6
1003470,19
1003471,6
1003469,94
982783,9
2001185,5
2001186,4
2001187,5
2001189,5
2001190,8
2001191,4
2001192,4
298143,9
982752,7
982769,7
981540,13
981533,1
976409,6
978632,4
807161,5
807109,8
981618,6
981526,4
978724,0
978298,3
981465,7
981403,4
803118,1
976478,2
983056,5
979448,1
976621,5
976423,34
976454,5
803262,8
2001218,2
2001219,5
2001220,2
2001222,0
2001217,22
2001206,8
2001207,32
2001210,1
2001211,4
2001212,2
2001213,6
2001214,7
2001215,16
2001216,44
2001193,4
2001194,1
2001196,7
2001197,2
2001198,2
2001199,4
2001249,2
2001201,14
2001250,5
2001203,4
2001204,4
803149,1
803170,8
981496,9
981168,6
981175,9
982950,21
982349,4
980062,4
2980055,31
982813,5
4012633,0
4012634,7
4012635,34
4012636,3
4012587,3
4012588,8
4012589,3
4012590,7
4012591,4
4012592,8
981557,4
977970,3
981458,0
983865,6
983889,0
984695,5
980697,5
824144,30
978199,4
984077,5
984084,4
982608,12
982622,4
980680,23
982844,3
982851,3
983506,5
983513,18
980505,11
984305,2
982004,1
979578,4
982011,2
983131,3
983148,2
980321,3
980000,4
982677,14
980741,3
982219,5
982523,4
982202,15
976706,3
979615,3
982547,1
983049,5
4009722,2
4009723,6
4009725,6
4009727,4
4009728,6
4009729,10
4009731,2
4009733,7
4012593,6
4012594,3
4012595,6
4012596,4
4012597,7
4012598,4
4012599,0
4012600,4
4012601,9
4012602,15
4012603,3
4012604,10
4012605,6
4012606,0
4012607,7
4012609,4
4012610,5
4012611,2
4012612,12
4012613,6
4012614,9
4012615,11
4012616,11
4012617,9
4012618,8
4012619,9
4012620,5
4012621,7
4012622,8
4012623,10
4012624,4
4012625,8
4012627,3
4012628,2
4012629,4
4012630,5
4012631,9
4012632,5
4009758,6
4009759,1
4009760,4
4009761,5
4009762,4
4009763,2
4009764,3
4009766,4
4009767,4
4009769,3
4009770,3
4009771,4
4009772,5
4009774,6
4009775,5
4009776,8
4009777,6
4009778,5
4009779,3
4009780,3
4009781,4
4009782,5
4009783,9
4009784,3
4009785,6
4009786,6
4009787,6
4009788,5
4009790,5
4009792,9
4009793,2
4009794,8
4009795,7
4009796,1
4009797,6
4009798,5
4009804,4
4009805,5
4009806,5
4009807,7
4009808,6
4009809,29
4009810,218
4009700,3
4009701,5
4009702,3
4009703,3
4009704,2
4009705,3
4009706,4
4009707,5
4009708,5
4009709,5
4009710,4
4009711,9
4009712,6
4009713,5
4009714,5
4009715,5
4009716,3
4009717,6
4009718,6
4009719,8
4009721,3
4009811,4
4009812,3
4009813,5
4009814,4
4009815,4
4009816,4
4009819,6
4009820,2
4009822,4
4009823,1
4009824,4
4009801,2
4009803,0
4009734,3
4009735,11
4009736,4
4009737,4
4009738,10
4009739,6
4009740,5
4009741,0
4009742,5
4009743,3
4009744,5
4009745,8
4009746,8
4009747,9
4009748,6
4009752,2
4009753,5
4009754,3
4009755,12
4009756,4
4009757,4
4002944,0
4002942,0
800259,25
800182,33
801720,29
800242,18
800945,0
800921,1
802192,3
3310007,1
3320112,2
3320105,3
3320099,1
3320075,3
3320013,4
3310045,2
3310021,4
1000443,20
120256,169
120225,2
120232,4
384830,13
1004809,68
1004812,12
1004813,56
1004814,17
1004815,27
1004816,65
1004817,172
1000442,18
1000441,20
1000440,0
A4125,9
417500,2
057415,15
1000416,24
1000413,2
1000414,4
1006476,6
1006475,53
1006435,9
1006436,9
1006437,14
1006438,22
1006439,108
1006441,13
1006442,5
1006443,2
1006444,2
1006445,8
1006446,5
1006447,3
1006448,5
1006449,0
1006450,27
1006451,8
1006452,9
1004988,0
1004989,14
1004990,10
333020,12
333691,50
1001815,1
1007347,6
1007294,0
1007295,1
1007298,3
1007299,1
1007302,1
1007305,2
1007312,1
1007313,5
1007315,1
1007317,2
1007319,1
1007323,0
1007327,3
1007329,1
1007331,5
1007333,5
1007334,4
1007335,1
1007336,5
1007338,4
1007340,3
1007341,1
1007343,9
1007345,6
1007346,1
1007293,5
205330,1
208289,1
132965,0
9001187,0
1002475,6
1005740,3
1005742,1
1005744,1
1005793,1
1005794,21
1005795,0
1005796,9
1005797,5
1005798,40
1005799,6
1005800,2
1005803,9
1005804,39
1005805,40
4015392,0
1002473,26
1002474,24
4015391,34
4015390,0
1006706,16
599107,4
1002471,22
1002472,20
4015380,6
4015381,4
4015382,5
4015383,12
4015384,6
4015385,6
1003445,10
1003446,13
1003447,12
